电影名称,导演,演员,类型,简介,上映时间,头图
保你平安,大鹏,大鹏 李雪琴 尹正 王迅 王圣迪 马丽 宋茜 白宇 贾冰 杨迪 潘斌龙 倪虹洁 乔杉 于洋 刘金山 曹炳琨 梁超 张林 老四 李胤维 夏甄 邓飞 李妮妮 张婉儿 娄乃鸣 陈祉希 其那日图 兰西雅 方圆圆 林若惜 大能 吴昊宸,剧情 喜剧,"人过中年的魏平安（董成鹏 饰）半生潦倒，一文不名。当年为朋友出头锒铛入狱，妻子也带着女儿改嫁他人。而今他干起墓地推销工作，虽然拮据，幸而乐观。这一天，他得知消息，自己曾经的客户韩露（宋茜 饰）要被强制迁出现在的墓位，理由是有传言她生前曾是一名风尘女子，而力主将她赶走的正是担心脏了自家风水的财团老板冯总（马丽 饰）。平安在韩露生前与之接触较多，深信这是一个善良纯洁的女子，为此他想方设法要还这个可怜女孩以清白。与此同时，关于韩露的谣言愈演愈烈，网络上每个人都成为道德审判家，每个人又不屑他人的名誉与清白。
                                    
                                　　渺小卑微的平安，为了自己所认为的“正确的事”，与一双双无形的黑手展开较量……",2023,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2889498097.jpg
消失的她,崔睿 刘翔,朱一龙 倪妮 文咏珊 杜江 黄子琪 柯国庆 孟芷旭 张诣文含 祝海钰 于诚群 陈孟奇 迪马·沙斗 建康,悬疑 犯罪,"东南亚某国，年轻男子何非（朱一龙 饰）疯狂寻找失踪的妻子李木子，然而当地警局视若罔闻，令他出离愤怒。可就在某个清晨，何非突然发现身边躺着一名陌生女子，更令他毛骨悚然的是，女子居然声称是他的妻子李木子（文咏珊 饰）。慌乱之余，何找来华人警察郑成（杜江 饰），试图揭穿假冒者的骗局，谁知种种迹象表明，对面的陌生人真实不虚。隐隐之中，何非认为妻子被犯罪团伙绑架，他只得求助干练的金牌律师陈麦（倪妮 饰）追索真相。在调查中过程中，细微线索逐渐浮出水面，而更加黑暗的真相也开始暴露在阳光之下……
                                    
                                　　本片改编自前苏联电影《为单身汉设下的陷阱》。",2023,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893270877.jpg
独行月球,张吃鱼,沈腾 马丽 常远 李诚儒 黄才伦 李嘉琦 郝瀚 黄子韬 王成思 高海宝 杨铮 史彭元 张熙然 黄品沅 杨皓宇 徐志胜 杜晓宇 李海银 陶亮 王赞 李唯贺 陈昊明 孟芷旭 赵一霖,喜剧 科幻,"科学家观测发现一个震惊世人的现象，一颗巨大的小行星正向地球袭来，人类即将遭遇灭顶之灾。为了挽救这场危机，人类提出了大胆的“月盾计划”。独孤月（沈腾 饰）是该计划的一名中级维修工，遥远的月球上，他偷偷暗恋美丽飒爽的指挥长马蓝星（马丽 饰），但是对方却从未将其放在眼里。某天，陨石群提前到达月球表面。驻守月球的人类急速撤离，却偏偏将独孤月遗忘在这里。荒凉的月球上，除了独孤月外，还有一只脾气并不太好的袋鼠。遥远的绝地，独孤月和袋鼠展开了别开生面的求生之旅……
                                    
                                　　本片根据韩国漫画家赵石创作的同名漫画改编。",2022,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2876409008.jpg
人生大事,刘江江,朱一龙 杨恩又 王戈 刘陆 罗京民 吴倩 郑卫莉 陈创 李春嫒 钟宇升 刘亚津 小爱 韩延,剧情 家庭,殡葬师莫三妹（朱一龙 饰）在刑满释放不久后的一次出殡中，遇到了孤儿武小文（杨恩又 饰），小文的出现，意外地改变了莫三妹对职业和生活的态度。,2022,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2874262709.jpg
奇迹·笨小孩,文牧野,易烊千玺 田雨 陈哈琳 齐溪 公磊 许君聪 王宁 黄尧 巩金国 田壮壮 王传君 章宇 张志坚 咏梅 杨新鸣 徐峥 岳小军 朱俊麟 王丽涵 贾弘逍 韩笑 孙征宇 黄艺馨 修梦迪 苏子航 郑伊倩 丁文博 陈翊曈,剧情,"二十岁的景浩（易烊千玺 饰）独自带着年幼的妹妹来到深圳生活，兄妹俩生活温馨却拮据。为了妹妹高昂的手术费，机缘巧合之下，景浩得到一个机会，本以为美好生活即将来临，却不料遭遇重创。在时间和金钱的双重压力下，毫无退路的景浩决定孤注一掷，而他陷入困境的平凡人生，又能否燃起希望的火花？
                                    
                                　　电影《奇迹》是中宣部国家电影局2021年重点电影项目，也是2021年重点建党百年献礼片，描述十八大以后新时代年轻人在深圳创业的影片。",2022,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2842327103.jpg
这个杀手不太冷静,邢文雄,马丽 魏翔 陈明昊 周大勇 黄才伦 艾伦 高海宝 韩笑 孙贵权 许猛 全容杓 卜俊男 张志忠 张建新 马驰 陶亮 詹卢卡·佐帕,喜剧,"魏成功（魏翔 饰）非常热爱表演，然而其貌不扬的他往往只能够在电影里觅得一个跑龙套的角色，可即便如此，魏成功还是无比认真的对待着自己的每一个甚至连名字都没有的角色，这股子劲头引起了当红女明星米兰（马丽 饰）的注意。
                                    
                                　　米兰的弟弟米勒（黄才伦 饰）是一名电影导演，黑帮大佬哈维（陈明昊 饰）给他的电影投资了不菲的资金，哪知道亏得底裤都不剩，哈维一直爱慕着米兰，想要娶她为妻，可是米兰誓死不从。这一天，当哈维决定和姐弟两算总账之际，米兰告诉哈维自己认识他一直想要寻找的杀手卡尔（艾伦 饰）。哈维给了米兰一天的时间，让他把卡尔带到自己面前，实际上并不认识卡尔的米兰决定让魏成功来扮演这位冷酷的杀手。",2022,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2814949620.jpg
万里归途,饶晓志,张译 王俊凯 殷桃 成泰燊 张子贤 陈昊宇 王迅 万茜 李雪健 李晨 王智 吴京 温韬 吴恩璇 国义骞 谢承颖 李路琦 赵梓冲 王照清 朱超艺 闫昌 李凯 谢欣华 侯晓童 穆丽燕 奥梅尔·尤祖亚克 埃兰·艾哈迈德·洛特夫·拉吉·阿尔加赫菲 小伊万·马弗里克 尤金·芬克尔 埃米尔·扎格鲁尔 艾哈迈德·穆罕默德·贾比尔·阿尔卡索姆,剧情 战争,"电影根据真实事件改编。
                                    
                                　　努米亚共和国爆发战乱，前驻地外交官宗大伟（张译 饰）与外交部新人成朗（王俊凯 饰）受命前往协助撤侨。任务顺利结束，却得知还有一批被困同胞，正在白婳（殷桃 饰）的带领下，前往边境撤离点。情急之下，两人放弃了回家机会，逆行进入战区。赤手空拳的外交官，穿越战火和荒漠，面对反叛军的枪口，如何带领同胞走出一条回家之路……",2022,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2880793132.jpg
长津湖之水门桥,徐克,吴京 易烊千玺 朱亚文 李晨 韩东君 张涵予 耿乐 杜淳 段奕宏 胡军 王丽坤 杨一威 李卓扬 何跃飞 唐志强 刘治威 庄小龙 辛玉波 张跃 许明虎 王宁 王振威 陈泽轩 李小锋 詹姆斯·菲尔伯德 约翰·克鲁兹,剧情 历史 战争,电影以抗美援朝战争第二次战役中的长津湖战役为背景，讲述了在结束了新兴里和下碣隅里的战斗之后，七连战士们又接到了更艰巨的任务……,2022,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2846021991.jpg
隐入尘烟,李睿珺,武仁林 海清 杨光锐 赵登平 王彩兰 曾建贵 武赟志 马占红 王翠兰 续彩霞 李生甫 张敏,剧情,"偏远贫穷的西北农村，祖辈劳作的农民生于土，归于土。贫困户马有铁（武仁林 饰）与哥嫂同住，木讷憨厚，所陪伴他的只有那头同样任劳任怨的小毛驴。而手脚残疾且不能生育的曹贵英（海清 饰）更是自幼备受白眼和欺凌。这两个孤寂之人，在家人的撮合下，仿佛丢掉包袱一般被撮合到了一起。有铁珍惜这卑微而难得的“家”，大大的红喜字被他一次次小心翼翼揭下来，重新贴在下一个栖身之所的墙壁上。为了讨回村民的欠款，有铁甘愿被一次次剥削自己的熊猫血。为了生活更加幸福，他们养鸡、养猪、盖房、种地……
                                    
                                　　两个渺小而可怜的人啊，笨拙地、卑微地却又倔强地追索着遥远而易碎的幸福。",2022,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2875299554.jpg
狙击手,张艺谋 张末,陈永胜 章宇 张译 刘奕铁 黄炎 王梓屹 陈铭杨 王乃训 程泓鑫 赵琥成 李汶聪 林博洋 王佑名 代文博 李鲲 曹操 柯国庆 钱焜 暗真 柯南·何裴 李凯文 勃小龙 孟丹青 叶风光,剧情 历史 战争,"1952年冬至1953年初，抗美援朝战争进入僵持阶段。交战双方开始了低密度的狙击战，这就是历史上著名的“冷枪冷炮运动”。志愿军一方，班长刘文武（章宇 饰）带领的狙击五班本领过硬，枪法绝神，战功赫赫的同时，也成为了美军忌惮憎恶的红色杀神。为了打击狙击五班的“嚣张气焰”，美军司令部调来了约翰（曹操 Jonathan Kos-Read 饰）率领的狙击小队试图捉住章宇。而自视甚高的约翰仰仗着高超的枪击和先进的武器装备，设计了一个极其大胆的诱捕计划。他将负伤的侦察兵亮亮（刘奕铁 饰）作为诱饵，吸引狙击五班来到了他精心布置的陷阱中央。
                                    
                                　　寒冷肃杀的战场上，一场静默的较量即将展开……",2022,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2738601191.jpg
新神榜：杨戬,赵霁,王凯 季冠霖 李立宏 李兰陵 赵毅 刘校妤 文靖渊 汤水雨 星潮 邱秋 杨天翔 孟宇 杨默 赵铭洲 李楠 林强 刘琮 锦鲤 沈良骏 赵霁 胡亚捷 韩乐,动作 动画 奇幻 冒险,商周之战一千五百年后，天界衰落，蒙冤落魄的杨戬以赏银捕手为业谋生。一日，杨戬接受了一位神秘访客的赏银去追捕一位少年，意外发现少年竟是自己的亲外甥沉香。沉香立志要寻回宝莲灯，劈山救母，却将酿成大祸。杨戬踏上追寻沉香并揭开尘封往事的旅程……,2022,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2878224156.jpg
四海,韩寒,刘昊然 刘浩存 沈腾 尹正 乔杉 周奇 张宥浩 冯绍峰 黄晓明 王彦霖 陈小春 吴彦姝 万梓良 赵子琪,喜剧 动作 爱情,"一个偏僻的临海小镇，黄发小青年吴仁耀（刘昊然 饰）依靠摩托特技为生，他喜欢上了美丽女孩周欢颂（刘浩存 饰），谁知却因此招惹上了欢颂的哥哥周欢歌（尹正 饰）。欢歌颇为欣赏阿耀的车技，于是将其招入自己的车队。阿耀为欢歌的豪爽直率所感染，无奈笑语欢歌有穷尽，这位车队大佬意外身亡，将青年男女的幻想彻底打破。巨额的债务转嫁到欢颂身上，逼不得已，阿耀只得和女孩前往大城市打拼。在这一过程中，男孩还重逢了久未见面的父亲吴仁腾（沈腾 饰）。
                                    
                                　　生活巨变，时代沧桑，畸零之人随波逐流，又奋楫博浪……",2022,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2867433563.jpg
想见你 想見你,黄天仁,柯佳嬿 许光汉 施柏宇 金世佳 贺灵榣 郭文颐 张毓晨,爱情 悬疑 奇幻,一卷神秘的卡带让黄雨萱拥有了特殊的能力。她能否回到过去，改变相恋多年的爱人李子维的命运？错过的恋人们是否可以重新开始？爱让一切有了曲折，也有了力量。,2022,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2885427348.jpg
回西藏,陈国星 拉华加,宋洋 金巴 索朗旺姆 丹曲 陶海 益西旦增 次仁旺姆 索南曲扎 卓玛木 旦增多杰 巴桑 旦志 达杰丁增 刘胜 玄忠一 扎西达杰 尼玛洛桑,剧情,本片根据真实人物改编。第一次来到西藏工作的老孔（宋洋 饰），急需一个翻译，机缘巧合下，找到了在内地读过书的久美（金巴 饰）。两个人从互相矛盾到彼此理解，最终成为了一生的朋友……,2024,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2903202634.jpg
